model,scenario,exclude,category,subcategory,Kyoto-GHG|2010 (SAR),baseline,marker,reference,project,median warming at peak (MAGICC6),year of peak warming (MAGICC6),median warming in 2100 (MAGICC6),median warming peak-and-decline (MAGICC6),median warming at peak (FAIR),year of peak warming (FAIR),exceedance year|1.5°C,return year|1.5°C,overshoot years|1.5°C,exceedance severity|1.5°C,exceedance year|2.0°C,return year|2.0°C,overshoot years|2.0°C,minimum net CO2 emissions (Gt CO2/yr),"cumulative CO2 emissions (2016-2100, Gt CO2)","cumulative CCS (2016-2100, Gt CO2)","cumulative BECCS (2016-2100, Gt CO2)","cumulative sequestration land-use (2016-2100, Gt CO2)","cumulative CO2 emissions (2016 to peak warming, Gt CO2)",year of netzero CO2 emissions,"cumulative CO2 emissions (2016 to netzero, Gt CO2)",warming at netzero (MAGICC6),final energy|2100,carbon price|2030,carbon price|2030 (NPV),carbon price|2050,carbon price|2050 (NPV),carbon price|2100,carbon price|2100 (NPV),carbon price|Avg NPV (2030-2100),carbon price|AC NPV (2030-2100),carbon price|CC NPV (2030-2100)
AIM/CGE 2.0,SSP5-45,FALSE,Above 2C,Above 2C,in range,SSP5-Baseline,,"Riahi et al., 2017",SSP,2.601712589,2100,2.601712589,0,2.141,2100,2031,,,,2051,,,11.8037441,2554.439561,1841.144246,608.0619666,-181.3448298,2554.439561,inf,2554.439561,2.601712589,811.3894,24.39492,14.97636471,62.23008,14.39863714,194.19587,3.918285381,10.34151791,10.26095393,10.34667881
AIM/CGE 2.0,SSP5-60,FALSE,Above 2C,Above 2C,in range,SSP5-Baseline,,"Riahi et al., 2017",SSP,3.153379608,2100,3.153379608,0,2.584,2100,2031,,,,2049,,,34.3739345,3583.822974,1204.173398,175.5054112,-168.5486479,3583.822974,inf,3583.822974,3.153379608,874.3231,18.79603,11.53913193,38.31476,8.865171415,59.48789,1.200285721,6.132179251,5.987539453,6.063435029
AIM/CGE 2.0,SSP5-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,4.909045152,2100,4.909045152,0,3.869,2100,2031,,,,2043,,,34.3739345,6734.40543,,,-158.2750388,6734.40543,inf,6734.40543,4.909045152,976.3415,,,,,,,,,
AIM/CGE 2.1,CD-LINKS_INDCi,FALSE,Above 2C,Above 2C,in range,CD-LINKS_NoPolicy,,"McCollum et al., 2018",CD-LINKS,3.284530669,2100,3.284530669,0,2.714,2100,2033,,,,2051,,,32.9748985,3612.187526,17.1239234,0.5812738,,3612.187526,inf,3612.187526,3.284530669,692.0986,1,0.613913254,1,0.231377449,1,0.020176976,0.179248966,0.167533838,0.171683163
AIM/CGE 2.1,CD-LINKS_NPi,FALSE,Above 2C,Above 2C,in range,CD-LINKS_NoPolicy,,"McCollum et al., 2018",CD-LINKS,3.707443456,2100,3.707443456,0,3.02,2100,2033,,,,2047,,,32.9748985,4344.601191,,,,4344.601191,inf,4344.601191,3.707443456,699.2834,13,7.980872296,13,3.007906833,13,0.262300686,2.330236557,2.1779399,2.231881124
AIM/CGE 2.1,CD-LINKS_NPi2020_1000,FALSE,Lower 2C,Lower 2C,in range,CD-LINKS_NoPolicy,,"McCollum et al., 2018",CD-LINKS,1.622389641,2054,1.560135221,0.06225442,1.325,2100,2033,,,,,,,-0.6403628,798.047014,1153.337935,430.8227907,,763.1705988,2064,779.2317973,1.605612521,576.9229,88.65,54.42340993,151.4213,35.03547407,212.2406,4.282373463,30.37805698,29.68965179,30.05852969
AIM/CGE 2.1,CD-LINKS_NPi2020_1600,FALSE,Above 2C,Above 2C,in range,CD-LINKS_NoPolicy,,"McCollum et al., 2018",CD-LINKS,2.039751845,2100,2.039751845,0,1.73,2100,2032,,,,2094,,,8.9415908,1445.63006,673.1018176,111.9665378,,1445.63006,inf,1445.63006,2.039751845,595.2101,82.3523,50.55716843,98.8122,22.86291473,144.909,2.923825395,18.25239476,17.38880474,17.72637084
AIM/CGE 2.1,CD-LINKS_NPi2020_400,FALSE,1.5C low overshoot,Lower 1.5C low overshoot,in range,CD-LINKS_NoPolicy,,"McCollum et al., 2018",CD-LINKS,1.568605274,2046,1.245401842,0.323203432,1.252,2037,2034,2058,24,1.058869109,,,,-7.0232802,264.8931726,906.5385032,402.6306822,,619.1339576,2045,620.3490309,1.568139886,512.4955,112.2743,68.9266808,998.5694,231.0464401,1798.7483,36.29330103,107.9404065,109.2281753,109.5747723
AIM/CGE 2.1,CD-LINKS_NoPolicy,FALSE,Above 2C,Above 2C,in range,,,"McCollum et al., 2018",CD-LINKS,3.913911988,2100,3.913911988,0,3.161,2100,2032,,,,2046,,,32.9748985,4804.799648,,,,4804.799648,inf,4804.799648,3.913911988,719.7896,13,7.980872296,13,3.007906833,13,0.262300686,2.330236557,2.1779399,2.231881124
AIM/CGE 2.1,EMF33_Baseline,FALSE,Above 2C,Above 2C,in range,,,"Bauer et al., forthcoming",EMF33,4.133945291,2100,4.133945291,0,3.306,2100,2032,,,,2045,,,32.9748985,5255.417514,,,,5255.417514,inf,5255.417514,4.133945291,742.6013,,,,,,,,,
AIM/CGE 2.1,EMF33_Med2C_cost100,FALSE,Higher 2C,Higher 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,1.85105937,2100,1.85105937,0,1.528,2100,2033,,,,,,,6.804686,1430.290425,1209.338004,257.5605558,,1430.290425,inf,1430.290425,1.85105937,598.1642,145.47192,89.30713971,163.59827,37.85295032,196.03925,3.955479215,31.57315297,30.00367704,30.60719041
AIM/CGE 2.1,EMF33_Med2C_full,FALSE,Higher 2C,Higher 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,1.86783032,2100,1.86783032,0,1.539,2100,2033,,,,,,,7.4978682,1454.268024,1196.027266,293.1909815,,1454.268024,inf,1454.268024,1.86783032,610.4412,143.64438,88.18518868,151.79219,35.12128965,173.85137,3.507794896,29.21466778,27.61596174,28.21215285
AIM/CGE 2.1,EMF33_Med2C_nobeccs,FALSE,Higher 2C,Higher 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,1.810228714,2100,1.810228714,0,1.495,2100,2033,,,,,,,6.9828377,1401.970019,890.135513,,,1401.970019,inf,1401.970019,1.810228714,570.4321,143.80773,88.28547141,187.74074,43.43897343,431.72844,8.710974312,43.05276017,41.85763277,42.4367496
AIM/CGE 2.1,EMF33_Med2C_nofuel,FALSE,Lower 2C,Lower 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,1.79733588,2100,1.79733588,0,1.494,2100,2033,,,,,,,6.6086982,1376.358839,1005.650521,,,1376.358839,inf,1376.358839,1.79733588,558.5528,148.3504,91.07427673,212.57456,49.18495934,530.31374,10.70012753,49.32957363,48.23758041,48.82958279
AIM/CGE 2.1,EMF33_Med2C_none,FALSE,Lower 2C,Lower 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,1.792051238,2100,1.792051238,0,1.492,2100,2033,,,,,,,6.7078069,1385.894826,983.6421675,,,1385.894826,inf,1385.894826,1.792051238,536.4579,151.63731,93.09215434,234.27316,54.20552605,661.63867,13.34986747,55.65638309,54.70511548,55.30057278
AIM/CGE 2.1,EMF33_WB2C_cost100,FALSE,1.5C high overshoot,Higher 1.5C high overshoot,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,1.618590218,2054,1.471781957,0.146808261,1.277,2053,2033,2087,54,3.83702105,,,,-3.3083976,779.8700676,1086.371772,334.8597688,,835.9577437,2060,844.3110235,1.610565488,542.2561,145.47192,89.30713971,390.77192,90.41580986,776.25251,15.66242816,81.59064785,81.30874595,81.8952836
AIM/CGE 2.1,EMF33_WB2C_full,FALSE,Lower 2C,Lower 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,1.632484239,2055,1.506747795,0.125736444,1.286,2054,2033,,,,,,,-2.8684306,830.8467747,1250.097207,415.8151248,,863.8266266,2060,870.6582035,1.627009935,563.2363,143.64438,88.18518868,334.2889,77.3469128,518.00903,10.45185569,66.80362683,66.1254302,66.72117273
AIM/CGE 2.1,EMF33_tax_hi_full,FALSE,Above 2C,Above 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,2.106614714,2100,2.106614714,0,1.737,2100,2032,,,,2067,,,-0.2765013,1552.868338,1401.934009,130.2530069,,1552.868338,2099,1553.144839,2.10632634,506.1241,53.75348,32.9999738,142.62413,33.00000732,1635.52752,32.99999929,32.99999843,33.64397166,33.68348954
AIM/CGE 2.1,EMF33_tax_hi_none,FALSE,Above 2C,Above 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,2.262642024,2100,2.262642024,0,1.864,2100,2032,,,,2062,,,5.5536536,1863.449893,1402.65356,,,1863.449893,inf,1863.449893,2.262642024,483.2503,53.75348,32.9999738,142.62413,33.00000732,1635.52752,32.99999929,32.99999843,33.64397166,33.68348954
AIM/CGE 2.1,EMF33_tax_lo_full,FALSE,Above 2C,Above 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,2.657813993,2100,2.657813993,0,2.171,2100,2032,,,,2054,,,9.8851026,2609.964247,831.4101026,36.8693288,,2609.964247,inf,2609.964247,2.657813993,590.1216,29.56613,18.15103906,53.39972,12.35549097,234.09958,4.723421575,10.02539602,9.877459921,9.978479053
AIM/CGE 2.1,EMF33_tax_lo_none,FALSE,Above 2C,Above 2C,in range,EMF33_Baseline,,"Bauer et al., forthcoming",EMF33,2.775949224,2100,2.775949224,0,2.262,2100,2032,,,,2054,,,17.063673,2859.178491,862.0326456,,,2859.178491,inf,2859.178491,2.775949224,569.8125,29.56613,18.15103906,53.39972,12.35549097,234.09958,4.723421575,10.02539602,9.877459921,9.978479053
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,FALSE,1.5C low overshoot,Lower 1.5C low overshoot,in range,TERL_Baseline_LowCarbonTransportPolicy,,"Zhang et al., 2018",TERL,1.565933715,2045,1.330025452,0.235908263,1.256,2036,2032,2068,36,1.580704852,,,,-9.0407774,357.907149,1319.118711,495.7038575,,603.4101985,2054,618.138487,1.553753126,473.6085,231.3663,142.038838,318.3308,73.65456833,2036.4694,41.08979392,69.44221554,68.21112349,68.96329015
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,FALSE,1.5C low overshoot,Higher 1.5C low overshoot,in range,TERL_Baseline_NoTransportPolicy,,"Zhang et al., 2018",TERL,1.580603362,2046,1.355777259,0.224826103,1.261,2036,2032,2073,41,2.189213592,,,,-8.1220548,436.2270478,1148.443677,448.0889882,,634.4824796,2055,651.0622815,1.566708667,482.0067,258.4837,158.6865693,387.8799,89.74666165,5576.79,112.5227572,93.20450435,93.8316581,94.24865611
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,FALSE,Lower 2C,Lower 2C,in range,TERL_Baseline_LowCarbonTransportPolicy,,"Zhang et al., 2018",TERL,1.758686616,2067,1.718607486,0.04007913,1.438,2088,2032,,,,,,,-5.8901921,810.0613644,1246.076636,384.4834686,,908.2317161,2071,909.3164053,1.75468116,513.7843,138.6934,85.14571644,120.4569,27.87101019,543.129,10.95870072,25.68014829,24.27897998,24.80127919
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,FALSE,Lower 2C,Lower 2C,in range,TERL_Baseline_NoTransportPolicy,,"Zhang et al., 2018",TERL,1.782979152,2069,1.758687031,0.024292121,1.462,2089,2031,,,,,,,-4.8215462,899.7581126,1252.220876,408.4993449,,960.2848216,2074,962.0591054,1.779674717,537.8893,158.873,97.53424033,135.1015,31.25944038,1010.8914,20.39673138,31.32412314,29.9562159,30.50474825
AIM/CGE 2.1,TERL_Baseline_LowCarbonTransportPolicy,FALSE,Above 2C,Above 2C,in range,,,"Zhang et al., 2018",TERL,3.676800891,2100,3.676800891,0,2.992,2100,2032,,,,2047,,,32.9748985,4233.253443,,,,4233.253443,inf,4233.253443,3.676800891,628.9264,13,7.980872296,13,3.007906833,13,0.262300686,2.330236557,2.1779399,2.231881124
AIM/CGE 2.1,TERL_Baseline_NoTransportPolicy,FALSE,Above 2C,Above 2C,in range,,,"Zhang et al., 2018",TERL,3.852988574,2100,3.852988574,0,3.11,2100,2031,,,,2045,,,32.9748985,4596.167913,,,,4596.167913,inf,4596.167913,3.852988574,694.2246,13,7.980872296,13,3.007906833,13,0.262300686,2.330236557,2.1779399,2.231881124
C-ROADS-5.005,Ratchet-1.5-allCDR,FALSE,1.5C high overshoot,Lower 1.5C high overshoot,in range,,,"Holz et al., 2018",C-ROADS,1.699010175,2048,1.285687649,0.413322526,1.454,2049,2033,2077,44,5.611547639,,,,-13.9391,407.0334,,185.04293,413.663252,884.191192,2054,899.50495,1.687970966,,,,,,,,,,
C-ROADS-5.005,Ratchet-1.5-limCDR,FALSE,1.5C high overshoot,Lower 1.5C high overshoot,in range,,,"Holz et al., 2018",C-ROADS,1.62796074,2047,1.313000833,0.314959907,1.388,2045,2033,2070,37,3.039278993,,,,-8.09169,487.637315,,0,341.5190725,793.8999666,2052,799.2557284,1.621622002,,,,,,,,,,
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,FALSE,Below 1.5C,Below 1.5C (II),in range,,,"Holz et al., 2018",C-ROADS,1.481387533,2040,1.079651954,0.401735579,1.279,2038,,,,,,,,-10.9256,11.69322,,0,367.185557,489.51661,2037,499.921366,1.472136207,,,,,,,,,,
C-ROADS-5.005,Ratchet-1.5-noCDR,FALSE,1.5C low overshoot,Lower 1.5C low overshoot,in range,,,"Holz et al., 2018",C-ROADS,1.562088615,2042,1.305110995,0.25697762,1.336,2040,2034,2058,24,0.953302925,,,,-3.96021,464.767155,,0,16.6919474,645.3400714,2044,646.111238,1.560390785,,,,,,,,,,
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,FALSE,Below 1.5C,Below 1.5C (II),in range,,,"Holz et al., 2018",C-ROADS,1.474056649,2041,1.20956377,0.264492879,1.268,2037,,,,,,,,-4.32897,266.10249,,0,16.6919474,478.042886,2038,485.153748,1.46745877,,,,,,,,,,
C-ROADS-5.005,Reference,FALSE,Above 2C,Above 2C,in range,,,"Holz et al., 2018",C-ROADS,4.650840791,2100,4.650840791,0,3.671,2100,2031,,,,2044,,,33.3972,6219.5128,,0,0,6219.5128,inf,6219.5128,4.650840791,,,,,,,,,,
GCAM 4.2,SSP1-19,FALSE,1.5C low overshoot,Lower 1.5C low overshoot,in range,SSP1-Baseline,,"Rogelj et al., 2018",SSP (1.9Wm2),1.549336314,2052,1.30048863,0.248847684,1.336,2060,2041,2073,32,0.964027825,,,,-17.67416662,326.8529134,570.876659,448.4346639,,678.27376,2059,684.7482293,1.540947828,482.4864698,63.342,38.88649331,168.084,38.89084708,1929.24,38.92622891,38.90652227,39.66677225,39.71309999
GCAM 4.2,SSP1-26,FALSE,Lower 2C,Lower 2C,in range,SSP1-Baseline,,"Riahi et al., 2017",SSP,1.752989049,2077,1.659899741,0.093089308,1.536,2081,2039,,,,,,,-10.96387157,1069.209811,668.9213189,271.6236495,,1190.83666,2079,1191.368451,1.750069316,499.2646665,28.3618566,17.41171966,75.252366,17.41170045,862.94988,17.4117189,17.41170147,17.75147899,17.7723298
GCAM 4.2,SSP1-34,FALSE,Above 2C,Above 2C,in range,SSP1-Baseline,,"Riahi et al., 2017",SSP,2.09850019,2090,2.090590782,0.007909408,1.83,2096,2037,,,,2072,,,-1.34564382,1946.39847,446.0303549,95.81636326,,1935.349179,2098,1948.545186,2.094188034,523.125578,10.5991038,6.506930298,28.122606,6.506936826,322.493166,6.506936825,6.50693377,6.633912334,6.641704454
GCAM 4.2,SSP1-45,FALSE,Above 2C,Above 2C,in range,SSP1-Baseline,,"Riahi et al., 2017",SSP,2.430645777,2100,2.430645777,0,2.101,2100,2036,,,,2062,,,15.36905912,2668.145981,348.2180687,26.68648394,,2668.145981,inf,2668.145981,2.430645777,567.96886,4.2214752,2.591619575,11.2008528,2.591624744,64.402668,1.299451078,2.418571449,2.432875024,2.444347687
GCAM 4.2,SSP1-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,3.069504765,2100,3.069504765,0,2.555,2100,2035,,,,2054,,,34.83984627,3713.810505,290.2444609,0,,3713.810505,inf,3713.810505,3.069504765,598.6353491,0,0,0,0,0,0,0,0,0
GCAM 4.2,SSP2-19,FALSE,1.5C high overshoot,Lower 1.5C high overshoot,in range,SSP2-Baseline,,"Rogelj et al., 2018",SSP (1.9Wm2),1.733059561,2052,1.316880849,0.416178712,1.428,2052,2033,2085,52,7.611318528,,,,-31.68369888,-96.41090668,1286.730411,936.6203648,,784.9108182,2046,821.1516526,1.71231561,670.2372538,69.5649375,42.70683711,279.864,64.75421829,3209.328,64.75453358,63.04809822,64.84452872,64.77399237
GCAM 4.2,SSP2-26,FALSE,Higher 2C,Higher 2C,in range,SSP2-Baseline,,"Riahi et al., 2017",SSP,1.897523208,2063,1.671653869,0.225869339,1.579,2065,2034,,,,,,,-24.01822941,600.4119906,1477.684554,734.8236825,,1085.973338,2055,1114.312837,1.886414459,675.0310358,0,0,177.769116,41.13176451,2038.54842,41.13174226,37.94552373,39.74208966,39.51508534
GCAM 4.2,SSP2-34,FALSE,Above 2C,Above 2C,in range,SSP2-Baseline,,"Riahi et al., 2017",SSP,2.22767727,2091,2.209536515,0.018140755,1.904,2093,2034,,,,2055,,,-10.43494681,1637.935119,1135.975122,411.0835507,,1706.622531,2085,1721.74142,2.219250623,694.3165491,0,0,78.261732,18.10799988,897.46092,18.10804732,16.70528828,17.49621677,17.39627919
GCAM 4.2,SSP2-45,FALSE,Above 2C,Above 2C,in range,SSP2-Baseline,,"Riahi et al., 2017",SSP,2.444489112,2100,2.444489112,0,2.096,2100,2034,,,,2054,,,6.128501101,2142.878379,974.0083887,272.076338,,2142.878379,inf,2142.878379,2.444489112,746.3122104,0,0,59.338206,13.72952271,349.559658,7.053056781,11.16908888,11.56943775,11.53617528
GCAM 4.2,SSP2-60,FALSE,Above 2C,Above 2C,in range,SSP2-Baseline,,"Riahi et al., 2017",SSP,3.267743409,2100,3.267743409,0,2.703,2100,2034,,,,2051,,,28.72342246,3883.131386,561.0682771,50.81258617,,3883.131386,inf,3883.131386,3.267743409,826.9150673,0,0,9.759222,2.258063887,111.912894,2.258063761,2.083141509,2.181769887,2.169307725
GCAM 4.2,SSP2-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,3.973075772,2100,3.973075772,0,3.222,2100,2033,,,,2048,,,35.77542842,5337.013688,370.3474778,0,,5337.013688,inf,5337.013688,3.973075772,926.1632565,0,0,0,0,0,0,0,0,0
GCAM 4.2,SSP3-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,4.176436283,2100,4.176436283,0,3.279,2100,2033,,,,2048,,,35.77576245,5716.835074,342.7578368,0,,5716.835074,inf,5716.835074,4.176436283,807.4774965,0,0,0,0,0,0,0,0,0
GCAM 4.2,SSP4-26,FALSE,Higher 2C,Higher 2C,in range,SSP4-Baseline,,"Riahi et al., 2017",SSP,1.884877339,2075,1.705788302,0.179089037,1.506,2078,2033,,,,,,,-27.54450487,513.2549439,1651.576972,811.2934925,,946.0823622,2070,962.4477213,1.874581925,570.3435685,76.893462,47.20591543,204.021684,47.20601671,2339.5968,47.20598816,47.20600332,48.12719831,48.18372782
GCAM 4.2,SSP4-34,FALSE,Above 2C,Above 2C,in range,SSP4-Baseline,,"Riahi et al., 2017",SSP,2.160262915,2086,2.117028489,0.043234426,1.742,2088,2034,,,,2063,,,-15.96210444,1325.873624,1310.022976,524.9040133,,1468.344213,2083,1474.881995,2.148639748,573.4694095,38.0756214,23.37512861,101.025936,23.37512332,1158.50448,23.37511693,23.3751425,23.83129225,23.85928446
GCAM 4.2,SSP4-45,FALSE,Above 2C,Above 2C,in range,SSP4-Baseline,,"Riahi et al., 2017",SSP,2.453834674,2100,2.453834674,0,2.028,2100,2034,,,,2056,,,7.694019169,2048.124242,983.3620443,249.9758019,,2048.124242,inf,2048.124242,2.453834674,624.3191794,22.3782732,13.73831851,59.376294,13.73833542,221.172048,4.462583073,11.17367555,11.15523216,11.23015512
GCAM 4.2,SSP4-60,FALSE,Above 2C,Above 2C,in range,SSP4-Baseline,,"Riahi et al., 2017",SSP,3.167435479,2100,3.167435479,0,2.549,2100,2034,,,,2051,,,20.56932774,3506.766178,531.5231294,50.11314007,,3506.766178,inf,3506.766178,3.167435479,664.3923668,2.32586028,1.427876452,6.1712082,1.427878408,70.767504,1.42787422,1.427875694,1.455739662,1.457449582
GCAM 4.2,SSP4-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,3.597870964,2100,3.597870964,0,2.886,2100,2033,,,,2048,,,35.77576245,4337.385088,324.4535833,0,,4337.385088,inf,4337.385088,3.597870964,706.7709126,0,0,0,0,0,0,0,0,0
GCAM 4.2,SSP5-19,FALSE,1.5C high overshoot,Lower 1.5C high overshoot,in range,SSP5-Baseline,,"Rogelj et al., 2018",SSP (1.9Wm2),1.679962877,2049,1.315043141,0.364919736,1.399,2047,2033,2082,49,5.513114008,,,,-26.39510735,68.34909886,1858.398512,879.0925909,,757.9219246,2044,782.0467721,1.669535618,769.6337446,83.4856875,51.25297004,303.462,70.21426332,3480.084,70.21757086,68.7460179,70.57447781,70.53118627
GCAM 4.2,SSP5-26,FALSE,Higher 2C,Higher 2C,in range,SSP5-Baseline,,"Riahi et al., 2017",SSP,1.86355098,2057,1.650130305,0.213420675,1.565,2068,2033,,,,,,,-21.66596217,738.2256789,2190.551782,795.0011328,,1112.394056,2051,1120.181115,1.857877923,774.605838,0,0,216.222678,50.02905158,2479.51224,50.02905861,46.15359176,48.33877707,48.06266881
GCAM 4.2,SSP5-34,FALSE,Above 2C,Above 2C,in range,SSP5-Baseline,,"Riahi et al., 2017",SSP,2.12219411,2087,2.087057761,0.035136349,1.836,2090,2034,,,,2058,,,-9.437765414,1594.300231,2034.77189,578.4092417,,1654.09562,2088,1653.847982,2.121995989,816.0968432,0,0,119.70603,27.69727581,1372.71636,27.69726486,25.55172674,26.76149701,26.60863699
GCAM 4.2,SSP5-45,FALSE,Above 2C,Above 2C,in range,SSP5-Baseline,,"Riahi et al., 2017",SSP,2.448074209,2100,2.448074209,0,2.126,2100,2034,,,,2052,,,11.44410806,2400.794909,1835.524823,422.9071442,,2400.794909,inf,2400.794909,2.448074209,935.1085973,0,0,78.40953,18.142197,397.948392,8.029395099,15.12020719,15.62357797,15.58863223
GCAM 4.2,SSP5-60,FALSE,Above 2C,Above 2C,in range,SSP5-Baseline,,"Riahi et al., 2017",SSP,3.219915727,2100,3.219915727,0,2.7,2100,2034,,,,2050,,,21.76578798,4002.390853,1195.242292,184.882539,,4002.390853,inf,4002.390853,3.219915727,973.6724732,0,0,24.2770428,5.617160224,278.394714,5.617163424,5.182029536,5.427377724,5.396376831
GCAM 4.2,SSP5-Baseline,FALSE,Above 2C,Above 2C,in range,,,"Riahi et al., 2017",SSP,4.64873929,2100,4.64873929,0,3.75,2100,2033,,,,2046,,,35.77543168,7100.879054,433.6650052,0,,7100.879054,inf,7100.879054,4.64873929,1192.194964,0,0,0,0,0,0,0,0,0
GENeSYS-MOD 1.0,1.0,FALSE,no-climate-assessment,no-climate-assessment,in range,,,"Löffler et al., 2017",GEN,,,,,,,,,,,,,,0,,,,,,inf,,,,0,0,0,0,,,,,
IEA Energy Technology Perspective Model 2017,B2DS,FALSE,no-climate-assessment,no-climate-assessment,in range,,,"OECD/IEA, 2017b",IEA-ETP,,,,,,,,,,,,,,-0.022330374,,,,,,2060,,,,,,,,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,FALSE,Higher 2C,Higher 2C,in range,,,"OECD/IEA, 2017a",IEA-WEM,1.892402021,2072,1.845740018,0.046662003,,,2032,,,,,,,-1.386937734,846.1582075,,,,877.0746593,2071,877.2543837,1.8912915,,,,,,,,,,
IMAGE 3.0.1,ADVANCE_2020_1.5C-2100,FALSE,1.5C high overshoot,Higher 1.5C high overshoot,in range,ADVANCE_NoPolicy,,"Luderer et al., 2018; Vrontisi et al., 2018",ADVANCE,1.612699582,2047,1.345451676,0.267247906,1.333,2041,2033,2072,39,2.878533869,,,,-10.15714738,237.1120974,1422.012759,835.2059936,181.3615539,677.57089,2049,676.9796537,1.612195542,474.6209063,0,0,0,0,0,0,0,0,0
IMAGE 3.0.1,ADVANCE_2020_Med2C,FALSE,Higher 2C,Higher 2C,in range,ADVANCE_NoPolicy,,"Luderer et al., 2018; Vrontisi et al., 2018",ADVANCE,1.946711742,2100,1.946711742,0,1.575,2100,2032,,,,,,,0.52079244,1450.702297,882.2337472,344.1773226,110.4169291,1450.702297,inf,1450.702297,1.946711742,505.9713125,0,0,0,0,0,0,0,0,0
IMAGE 3.0.1,ADVANCE_2020_WB2C,FALSE,Lower 2C,Lower 2C,in range,ADVANCE_NoPolicy,,"Luderer et al., 2018; Vrontisi et al., 2018",ADVANCE,1.709248611,2057,1.651241552,0.058007059,1.373,2049,2032,,,,,,,-3.10235024,859.4669979,998.6597659,362.0069253,160.0212543,887.3658251,2072,908.6569365,1.682226557,482.8064063,0,0,0,0,0,0,0,0,0
IMAGE 3.0.1,ADVANCE_2030_Med2C,FALSE,Higher 2C,Higher 2C,in range,ADVANCE_NoPolicy,,"Luderer et al., 2018; Vrontisi et al., 2018",ADVANCE,1.956617888,2072,1.948913786,0.007704102,1.576,2100,2032,,,,,,,-0.234773417,1448.054392,848.6514064,271.8946216,112.819765,1418.944414,2098,1448.417981,1.95135759,489.626,0,0,0,0,0,0,0,0,0
IMAGE 3.0.1,ADVANCE_2030_WB2C,FALSE,Lower 2C,Lower 2C,in range,ADVANCE_NoPolicy,,"Luderer et al., 2018; Vrontisi et al., 2018",ADVANCE,1.777923939,2058,1.688009882,0.089914057,1.431,2045,2032,,,,,,,-3.902473796,903.0580186,847.4739922,250.9313446,161.9829731,968.5619185,2065,973.6050143,1.758484928,472.5668125,0,0,0,0,0,0,0,0,0
IMAGE 3.0.1,ADVANCE_INDC,FALSE,Above 2C,Above 2C,in range,ADVANCE_NoPolicy,,"Luderer et al., 2018; Vrontisi et al., 2018",ADVANCE,2.716729263,2100,2.716729263,0,2.246,2100,2032,,,,2057,,,29.79040446,2969.639115,379.7366857,99.45125369,148.8706175,2969.639115,inf,2969.639115,2.716729263,726.2681875,0,0,0,0,0,0,0,0,0
IMAGE 3.0.1,ADVANCE_NoPolicy,FALSE,Above 2C,Above 2C,in range,,,"Luderer et al., 2018; Vrontisi et al., 2018",ADVANCE,3.78360075,2100,3.78360075,0,3.102,2100,2031,,,,2048,,,33.02382259,4841.844566,0,0,136.136182,4841.844566,inf,4841.844566,3.78360075,830.107125,0,0,0,0,0,0,0,0,0
IMAGE 3.0.1,ADVANCE_Reference,FALSE,Above 2C,Above 2C,in range,ADVANCE_NoPolicy,,"Luderer et al., 2018; Vrontisi et al., 2018",ADVANCE,3.2926991,2100,3.2926991,0,2.728,2100,2032,,,,2054,,,33.19738054,4040.085361,33.9330193,1.836198637,169.4764777,4040.085361,inf,4040.085361,3.2926991,799.155375,0,0,0,0,0,0,0,0,0
IMAGE 3.0.1,CD-LINKS_INDCi,FALSE,Above 2C,Above 2C,in range,CD-LINKS_NoPolicy,,"McCollum et al., 2018",CD-LINKS,3.287441605,2100,3.287441605,0,2.744,2100,2033,,,,2055,,,33.09429492,4069.138713,40.81176629,5.471461931,200.2935145,4069.138713,inf,4069.138713,3.287441605,796.949625,0,0,0,0,0,0,0,0,0
